Campaign_ID,Campaign_Name,Brand,Product_Category,Influencer_ID,Influencer,Influencer_Type,Platform,Audience_Group,Campaign_Date,Followers,Reach,Impressions,Likes,Comments,Shares,Clicks,Conversions,Spend,Revenue,Total_Engagement,Engagement_Rate,ROI,Conversion_Rate,Cost_Per_Engagement
CMP00132,Campaign_132,Nike,Electronics,INF237,Influencer_208,Macro,Instagram,Gen Z,2024-02-17,775008,270852,294909,17902,3116,1759,13737,3058,51061,44240,22777,8.41,-13.36,22.26,2.24
CMP00133,Campaign_133,Nykaa,Fitness,INF220,Influencer_124,Mega,Instagram,Millennials,2025-07-14,1510606,311277,475389,28383,5360,2828,25828,7544,399869,998528,36571,11.75,149.71,29.21,10.93
CMP00134,Campaign_134,Puma,Beauty,INF122,Influencer_52,Mega,X,Adults,2025-03-01,1890365,1123523,2060179,57072,8106,1717,217758,19724,268265,771685,66895,5.95,187.66,9.06,4.01
CMP00135,Campaign_135,Adidas,Food,INF132,Influencer_105,Mega,Instagram,Professionals,2025-04-14,1685489,1237291,2155467,97998,2158,2392,186256,42504,493864,1263924,102548,8.29,155.93,22.82,4.82
CMP00136,Campaign_136,Adidas,Gaming,INF029,Influencer_142,Macro,YouTube,Adults,2025-08-30,152545,93810,168701,4876,287,204,13819,1620,364834,1276185,5367,5.72,249.8,11.72,67.98
CMP00137,Campaign_137,Sony,Food,INF138,Influencer_65,Micro,X,Gen Z,2025-01-21,43748,26133,46793,2558,177,219,956,261,492609,1398531,2954,11.3,183.9,27.3,166.76
CMP00138,Campaign_138,Nike,Food,INF101,Influencer_172,Mega,TikTok,Professionals,2025-10-13,1606179,1590851,2443164,135854,6620,7725,190020,53498,248187,678469,150199,9.44,173.37,28.15,1.65
CMP00139,Campaign_139,Zara,Travel,INF276,Influencer_61,Mega,TikTok,Adults,2025-03-30,1198862,1176805,1492546,16559,1041,1294,127569,22833,180931,616703,18894,1.61,240.85,17.9,9.58
CMP00140,Campaign_140,Mamaearth,Travel,INF207,Influencer_258,Mega,Facebook,Gen Z,2025-09-23,2555058,1932019,2302731,183770,5241,5849,253809,15994,160209,540302,194860,10.09,237.25,6.3,0.82
CMP00141,Campaign_141,Apple,Beauty,INF247,Influencer_222,Macro,Instagram,Adults,2025-12-24,706192,239528,332464,20762,3620,1319,2389,218,262113,799691,25701,10.73,205.09,9.13,10.2
CMP00142,Campaign_142,Boat,Beauty,INF153,Influencer_234,Mega,X,Professionals,2024-02-07,3581264,1785812,2083911,84169,2175,3928,299128,86928,53461,129998,90272,5.05,143.16,29.06,0.59
CMP00143,Campaign_143,Zara,Beauty,INF070,Influencer_283,Mega,TikTok,Adults,2024-12-29,4815217,2949016,5169908,69724,847,6255,260707,56379,117774,224394,76826,2.61,90.53,21.63,1.53
CMP00144,Campaign_144,Puma,Gaming,INF219,Influencer_28,Mega,YouTube,Gen Z,2025-03-17,4384934,2465866,3031957,208223,14221,9522,306023,18818,243813,545948,231966,9.41,123.92,6.15,1.05
CMP00145,Campaign_145,Zara,Beauty,INF038,Influencer_59,Mega,Instagram,Millennials,2024-01-07,1860955,671918,1218995,12443,1586,386,702,105,336746,334466,14415,2.15,-0.68,14.96,23.36
CMP00146,Campaign_146,Mamaearth,Travel,INF173,Influencer_270,Mega,YouTube,Gen Z,2024-10-17,3126539,1793976,3348087,180595,4474,11942,133977,17490,269606,369074,197011,10.98,36.89,13.05,1.37
CMP00147,Campaign_147,Adidas,Fitness,INF011,Influencer_50,Mega,TikTok,Gen Z,2025-06-27,3840441,2220263,4224070,142306,15379,13921,49118,6246,422151,570848,171606,7.73,35.22,12.72,2.46
CMP00148,Campaign_148,Samsung,Electronics,INF049,Influencer_281,Mega,Facebook,Gen Z,2025-01-29,1474352,1229177,2449000,122476,2479,4521,92188,10795,199188,430315,129476,10.53,116.03,11.71,1.54
CMP00149,Campaign_149,Sony,Gaming,INF151,Influencer_265,Mega,Instagram,Gen Z,2025-01-31,1669191,665055,922843,40412,6880,1834,70781,389,196872,189380,49126,7.39,-3.81,0.55,4.01
CMP00150,Campaign_150,Sony,Food,INF040,Influencer_50,Mega,YouTube,Adults,2024-09-22,1228393,897182,1528232,30331,4436,1378,22659,3336,382756,840763,36145,4.03,119.66,14.72,10.59
CMP00151,Campaign_151,Sony,Gaming,INF255,Influencer_133,Mega,TikTok,Gen Z,2025-11-11,2617387,1447873,2090897,15684,24,1143,187979,40853,20640,30337,16851,1.16,46.98,21.73,1.22
CMP00152,Campaign_152,Nike,Electronics,INF286,Influencer_41,Mega,X,Millennials,2024-10-13,2300760,557458,946376,51404,2680,1941,58967,2490,192166,350591,56025,10.05,82.44,4.22,3.43
CMP00153,Campaign_153,Nike,Fashion,INF183,Influencer_61,Macro,Instagram,Millennials,2025-02-23,614481,289258,570127,22680,97,1632,33717,5680,96569,85013,24409,8.44,-11.97,16.85,3.96
CMP00154,Campaign_154,Samsung,Fitness,INF124,Influencer_292,Mega,X,Gen Z,2024-03-07,3224279,2675450,4849632,185048,13514,5885,474849,124531,248550,440188,204447,7.64,77.1,26.23,1.22
CMP00155,Campaign_155,Mamaearth,Fitness,INF076,Influencer_40,Micro,TikTok,Millennials,2025-06-07,81492,53892,79833,5500,1024,277,5428,1139,487464,1281972,6801,12.62,162.99,20.98,71.68
CMP00156,Campaign_156,Puma,Food,INF147,Influencer_255,Mega,YouTube,Gen Z,2025-09-01,3829958,2360017,4424774,74411,13039,2640,277107,71646,329869,448302,90090,3.82,35.9,25.85,3.66
CMP00157,Campaign_157,Boat,Fashion,INF179,Influencer_16,Mega,YouTube,Professionals,2025-05-01,3139530,1468479,1928328,22234,3108,2118,57248,4056,457943,700113,27460,1.87,52.88,7.08,16.68
CMP00158,Campaign_158,Samsung,Food,INF222,Influencer_248,Mega,X,Millennials,2024-03-22,4680979,1429773,1496490,46231,1135,1264,254960,67480,442420,770297,48630,3.4,74.11,26.47,9.1
CMP00159,Campaign_159,Mamaearth,Fitness,INF040,Influencer_209,Mega,X,Professionals,2024-08-20,4833377,1194327,2382921,66196,12491,1636,12894,231,303865,254434,80323,6.73,-16.27,1.79,3.78
CMP00160,Campaign_160,Zara,Beauty,INF215,Influencer_284,Mega,X,Gen Z,2025-09-03,3077268,2355294,3225523,269047,52796,9754,247798,37106,208086,348608,331597,14.08,67.53,14.97,0.63
CMP00161,Campaign_161,Zara,Beauty,INF165,Influencer_185,Mega,Facebook,Gen Z,2024-10-09,1139237,903238,1501557,94406,6662,56,80660,6399,359291,708576,101124,11.2,97.22,7.93,3.55
CMP00162,Campaign_162,Mamaearth,Food,INF035,Influencer_14,Nano,TikTok,Professionals,2025-05-02,2605,1559,1724,27,20,11,87,22,485908,1120026,58,3.72,130.5,25.29,8377.72
CMP00163,Campaign_163,Sony,Fashion,INF212,Influencer_261,Mega,TikTok,Adults,2024-08-03,2748217,1604289,1794139,20386,1970,1046,129745,31557,297959,385588,23402,1.46,29.41,24.32,12.73
CMP00164,Campaign_164,Samsung,Fitness,INF079,Influencer_1,Mega,TikTok,Professionals,2025-11-23,3891263,2707787,3227561,243357,39747,22820,140826,11463,412612,927996,305924,11.3,124.91,8.14,1.35
CMP00165,Campaign_165,Boat,Food,INF253,Influencer_18,Mega,Instagram,Professionals,2025-01-15,2578603,1454276,1923509,133327,21700,2410,153389,32805,183031,327564,157437,10.83,78.97,21.39,1.16
CMP00166,Campaign_166,Zara,Gaming,INF200,Influencer_5,Mega,Facebook,Adults,2025-08-07,4681119,1758931,3108412,135352,14715,11071,133912,24042,127073,249204,161138,9.16,96.11,17.95,0.79
CMP00167,Campaign_167,Mamaearth,Beauty,INF007,Influencer_202,Mega,X,Adults,2024-04-28,3022373,2066081,3526211,152598,9370,7622,14017,4198,218603,759944,169590,8.21,247.64,29.95,1.29
CMP00168,Campaign_168,Puma,Food,INF065,Influencer_182,Mega,Instagram,Adults,2025-05-19,1894989,722004,1267822,30873,1601,1598,95868,10145,396625,624721,34072,4.72,57.51,10.58,11.64
CMP00169,Campaign_169,Apple,Electronics,INF189,Influencer_261,Mega,TikTok,Adults,2025-02-10,4612983,1832430,2317789,116314,345,8929,151699,14963,484905,1128986,125588,6.85,132.83,9.86,3.86
CMP00170,Campaign_170,Apple,Fashion,INF048,Influencer_65,Mega,YouTube,Millennials,2025-02-08,2297404,722570,776981,20127,3746,411,88776,23353,36990,51263,24284,3.36,38.59,26.31,1.52
CMP00171,Campaign_171,Nykaa,Travel,INF273,Influencer_114,Mega,YouTube,Adults,2024-09-06,3026038,1616049,3080939,45513,7785,4234,41785,5955,330701,480578,57532,3.56,45.32,14.25,5.75
CMP00172,Campaign_172,Boat,Travel,INF146,Influencer_69,Mega,X,Gen Z,2025-12-08,2486189,1892553,3589257,158879,13236,7061,356431,65969,251932,211614,179176,9.47,-16.0,18.51,1.41
CMP00173,Campaign_173,Boat,Gaming,INF197,Influencer_8,Mega,YouTube,Adults,2024-10-28,3660415,1147848,2053570,49098,8197,970,196973,6615,177591,155276,58265,5.08,-12.57,3.36,3.05
CMP00174,Campaign_174,Samsung,Fashion,INF175,Influencer_294,Macro,X,Millennials,2024-06-24,520029,303938,541962,26006,952,1358,53969,11652,9836,23832,28316,9.32,142.29,21.59,0.35
CMP00175,Campaign_175,Nykaa,Fitness,INF113,Influencer_296,Mega,TikTok,Professionals,2024-04-15,2510270,2085590,3690767,199835,24711,18708,174319,22837,177358,221515,243254,11.66,24.9,13.1,0.73
CMP00176,Campaign_176,Sony,Electronics,INF124,Influencer_95,Macro,X,Adults,2025-04-09,276045,200063,208441,17035,3371,1142,21365,1411,121654,120673,21548,10.77,-0.81,6.6,5.65
CMP00177,Campaign_177,Samsung,Travel,INF225,Influencer_47,Macro,TikTok,Professionals,2024-02-21,448152,330208,376527,32606,6040,367,59759,9770,428895,1262466,39013,11.81,194.35,16.35,10.99
CMP00178,Campaign_178,Zara,Food,INF192,Influencer_293,Mega,YouTube,Professionals,2025-09-03,1464345,511811,749382,46584,1859,2472,68084,14018,290500,797820,50915,9.95,174.64,20.59,5.71
CMP00179,Campaign_179,Sony,Beauty,INF093,Influencer_90,Mega,X,Millennials,2024-03-11,2269458,2112609,4003501,133216,20954,12246,203410,14309,156563,387233,166416,7.88,147.33,7.03,0.94
CMP00180,Campaign_180,Adidas,Gaming,INF283,Influencer_276,Mega,Facebook,Adults,2024-01-24,1440909,1432220,2019320,148179,9302,5804,45637,8146,449608,596102,163285,11.4,32.58,17.85,2.75
CMP00181,Campaign_181,Sony,Electronics,INF110,Influencer_110,Mega,Facebook,Professionals,2025-02-14,1566213,1225051,1985652,42498,4399,1358,174824,10300,439556,908861,48255,3.94,106.77,5.89,9.11
CMP00182,Campaign_182,Puma,Food,INF106,Influencer_4,Mega,Instagram,Gen Z,2025-06-23,1228496,406674,612935,22488,2657,1880,37057,5641,480151,1533605,27025,6.65,219.4,15.22,17.77
CMP00183,Campaign_183,Samsung,Fashion,INF161,Influencer_50,Mega,X,Gen Z,2025-05-29,3209030,976244,1441168,77822,8647,4406,145939,17881,315002,548757,90875,9.31,74.21,12.25,3.47
CMP00184,Campaign_184,Samsung,Travel,INF226,Influencer_116,Mega,X,Millennials,2024-10-27,1624529,368872,733544,4817,248,455,68462,12358,456646,543848,5520,1.5,19.1,18.05,82.73
CMP00185,Campaign_185,Zara,Fashion,INF038,Influencer_154,Mega,Facebook,Professionals,2024-03-14,2973820,845390,1593497,62197,4757,4130,11403,1545,189316,353089,71084,8.41,86.51,13.55,2.66
CMP00186,Campaign_186,Zara,Fashion,INF299,Influencer_61,Mega,YouTube,Professionals,2024-01-30,1400871,1392758,2466137,70016,10901,3254,86032,15530,77642,136665,84171,6.04,76.02,18.05,0.92
CMP00187,Campaign_187,Puma,Fitness,INF059,Influencer_163,Mega,Facebook,Professionals,2024-11-06,1879814,1449605,1853295,32040,710,1682,177022,10236,89532,166156,34432,2.38,85.58,5.78,2.6
CMP00188,Campaign_188,Adidas,Fashion,INF183,Influencer_290,Mega,TikTok,Professionals,2025-12-26,2978243,1682217,3342641,183925,6155,7314,140292,36237,268883,684580,197394,11.73,154.6,25.83,1.36
CMP00189,Campaign_189,Nykaa,Gaming,INF255,Influencer_17,Mega,Instagram,Gen Z,2025-05-30,2581936,2365028,4289073,228367,29877,21353,187459,28085,354322,286306,279597,11.82,-19.2,14.98,1.27
CMP00190,Campaign_190,Samsung,Travel,INF143,Influencer_250,Mega,YouTube,Gen Z,2025-10-28,4153711,1398821,2244915,164132,22853,6290,64124,14524,35185,35870,193275,13.82,1.95,22.65,0.18
CMP00191,Campaign_191,Puma,Travel,INF130,Influencer_120,Mega,X,Gen Z,2024-01-16,1285315,419599,787285,17252,3026,690,71428,8480,125954,159156,20968,5.0,26.36,11.87,6.01
CMP00192,Campaign_192,Apple,Travel,INF100,Influencer_73,Mega,TikTok,Professionals,2024-07-21,2465813,598915,804096,18939,3660,423,14970,1971,478753,535883,23022,3.84,11.93,13.17,20.8
CMP00193,Campaign_193,Apple,Fashion,INF160,Influencer_141,Mega,YouTube,Professionals,2025-03-17,2895856,1174777,2243446,86160,6277,325,103016,29886,324490,917887,92762,7.9,182.87,29.01,3.5
CMP00194,Campaign_194,Sony,Travel,INF250,Influencer_117,Mega,X,Gen Z,2024-04-03,3698189,1093468,1861893,81237,12113,3384,25780,1996,445290,1278660,96734,8.85,187.15,7.74,4.6
CMP00195,Campaign_195,Apple,Fashion,INF126,Influencer_213,Mega,TikTok,Professionals,2025-05-05,1564117,329807,525649,16694,3010,147,36355,3603,130372,256244,19851,6.02,96.55,9.91,6.57
CMP00196,Campaign_196,Nike,Fitness,INF019,Influencer_129,Mega,YouTube,Professionals,2024-07-23,2213245,1559999,2122196,34058,2668,2070,243370,2898,20062,55341,38796,2.49,175.85,1.19,0.52
CMP00197,Campaign_197,Samsung,Fitness,INF080,Influencer_277,Macro,Instagram,Professionals,2024-04-22,892164,569906,851496,22662,1178,1981,87613,9193,232193,755560,25821,4.53,225.4,10.49,8.99
CMP00198,Campaign_198,Apple,Fashion,INF161,Influencer_33,Macro,TikTok,Professionals,2025-09-12,152546,83204,155647,9463,1717,597,12662,444,150945,306356,11777,14.15,102.96,3.51,12.82
CMP00199,Campaign_199,Samsung,Fitness,INF063,Influencer_242,Mega,X,Professionals,2024-08-23,4723648,2816265,3851612,287482,2341,3493,138260,20007,384766,1221412,293316,10.42,217.44,14.47,1.31
CMP00200,Campaign_200,Puma,Food,INF236,Influencer_116,Mega,Facebook,Gen Z,2024-07-02,3525553,2584729,4733097,72118,1660,1641,82785,6578,490836,444764,75419,2.92,-9.39,7.95,6.51
CMP00201,Campaign_201,Zara,Beauty,INF225,Influencer_191,Mega,Instagram,Gen Z,2025-09-11,3667615,2054898,2896135,231435,31658,3961,373530,77660,490471,1139658,267054,13.0,132.36,20.79,1.84
CMP00202,Campaign_202,Nike,Fashion,INF240,Influencer_255,Mega,TikTok,Millennials,2025-11-25,4124609,2047928,2109623,132918,16856,4338,213244,31969,403419,683064,154112,7.53,69.32,14.99,2.62
CMP00203,Campaign_203,Zara,Food,INF033,Influencer_47,Mega,YouTube,Adults,2024-05-24,3470656,1460219,2899465,48742,7885,4815,80414,18689,329502,542633,61442,4.21,64.68,23.24,5.36
CMP00204,Campaign_204,Apple,Electronics,INF073,Influencer_295,Macro,YouTube,Millennials,2024-07-03,563887,500284,690707,34024,525,789,71658,1834,98187,80923,35338,7.06,-17.58,2.56,2.78
CMP00205,Campaign_205,Mamaearth,Electronics,INF041,Influencer_93,Macro,YouTube,Adults,2025-12-30,157900,43915,78299,4787,145,126,6487,1346,103997,237700,5058,11.52,128.56,20.75,20.56
CMP00206,Campaign_206,Mamaearth,Travel,INF034,Influencer_25,Mega,Facebook,Adults,2024-05-19,1742127,1286856,1603013,54935,6530,5099,221557,38662,332851,856197,66564,5.17,157.23,17.45,5.0
CMP00207,Campaign_207,Sony,Food,INF242,Influencer_169,Mega,Facebook,Adults,2024-04-11,2085654,614730,712089,40166,3159,1256,57156,15228,128516,205319,44581,7.25,59.76,26.64,2.88
CMP00208,Campaign_208,Sony,Food,INF178,Influencer_242,Mega,Instagram,Professionals,2025-02-13,3773571,2909587,3653294,197640,34501,13386,145052,13272,60743,95266,245527,8.44,56.83,9.15,0.25
CMP00209,Campaign_209,Sony,Electronics,INF187,Influencer_132,Micro,TikTok,Millennials,2025-10-14,62529,52353,77206,4983,500,167,6865,1363,408217,453102,5650,10.79,11.0,19.85,72.25
CMP00210,Campaign_210,Zara,Gaming,INF041,Influencer_191,Macro,TikTok,Millennials,2025-05-24,414578,217690,432193,25393,276,2154,8727,646,312431,253142,27823,12.78,-18.98,7.4,11.23
CMP00211,Campaign_211,Puma,Beauty,INF105,Influencer_290,Macro,YouTube,Adults,2024-12-16,612905,525166,699563,48002,8486,3297,23225,6272,470965,847456,59785,11.38,79.94,27.01,7.88
CMP00212,Campaign_212,Sony,Fitness,INF171,Influencer_217,Mega,X,Professionals,2025-12-31,4792388,1037235,1493262,40825,4832,773,108146,4054,191044,645549,46430,4.48,237.91,3.75,4.11
CMP00213,Campaign_213,Nykaa,Food,INF082,Influencer_109,Micro,Instagram,Millennials,2024-04-19,95005,26904,45080,577,73,12,4091,514,213830,489153,662,2.46,128.76,12.56,323.01
CMP00214,Campaign_214,Samsung,Food,INF212,Influencer_259,Mega,TikTok,Gen Z,2024-03-21,4998718,2714337,4282462,197918,31226,1689,353260,77354,316673,753285,230833,8.5,137.87,21.9,1.37
CMP00215,Campaign_215,Puma,Travel,INF149,Influencer_253,Mega,TikTok,Millennials,2025-12-14,4237367,2596366,4182786,310237,17371,12680,287950,81981,483673,990877,340288,13.11,104.87,28.47,1.42
CMP00216,Campaign_216,Nike,Electronics,INF137,Influencer_234,Mega,X,Professionals,2025-06-15,4959842,2838635,3738780,65704,6765,1118,315725,29845,223581,395102,73587,2.59,76.72,9.45,3.04
CMP00217,Campaign_217,Mamaearth,Gaming,INF172,Influencer_231,Mega,YouTube,Adults,2025-01-26,4446108,2171889,2306302,123522,17124,4673,349652,103597,112336,363603,145319,6.69,223.67,29.63,0.77
CMP00218,Campaign_218,Mamaearth,Food,INF005,Influencer_66,Mega,TikTok,Adults,2025-03-16,4265061,2209284,2523731,163155,32053,2986,410226,52112,321981,881814,198194,8.97,173.87,12.7,1.62
CMP00219,Campaign_219,Puma,Fitness,INF092,Influencer_132,Mega,Facebook,Millennials,2025-08-21,1105630,545328,771727,58987,4743,1442,67807,4547,96131,314496,65172,11.95,227.15,6.71,1.48
CMP00220,Campaign_220,Zara,Travel,INF035,Influencer_132,Mega,Instagram,Millennials,2025-08-16,2253185,1717042,2678826,26072,3151,350,226460,43744,127577,325837,29573,1.72,155.4,19.32,4.31
CMP00221,Campaign_221,Mamaearth,Food,INF052,Influencer_126,Mega,YouTube,Professionals,2024-05-19,2034760,1014523,2007689,68273,9448,272,3163,105,365315,819171,77993,7.69,124.24,3.32,4.68
CMP00222,Campaign_222,Apple,Electronics,INF205,Influencer_153,Mega,TikTok,Professionals,2025-04-20,2759146,1552359,1785890,141610,16391,7707,41812,7767,349569,900787,165708,10.67,157.69,18.58,2.11
CMP00223,Campaign_223,Samsung,Food,INF164,Influencer_59,Mega,YouTube,Professionals,2024-06-25,1607960,617551,1222809,15969,1149,1108,86410,257,249381,365923,18226,2.95,46.73,0.3,13.68
CMP00224,Campaign_224,Zara,Travel,INF034,Influencer_150,Mega,Facebook,Adults,2024-11-10,1693273,545019,845757,62868,45,5270,77333,4222,294072,833871,68183,12.51,183.56,5.46,4.31
CMP00225,Campaign_225,Apple,Fitness,INF004,Influencer_179,Mega,YouTube,Professionals,2024-03-04,1480990,773748,817572,33464,6220,642,69649,9916,93116,108467,40326,5.21,16.49,14.24,2.31
CMP00226,Campaign_226,Nykaa,Electronics,INF295,Influencer_51,Mega,Instagram,Professionals,2025-05-16,3268865,790790,1534565,58696,9248,847,57442,11469,490027,509049,68791,8.7,3.88,19.97,7.12
CMP00227,Campaign_227,Apple,Fitness,INF130,Influencer_292,Mega,Instagram,Adults,2025-02-21,4417570,1597917,2222230,44561,4738,3045,142235,23064,430515,1038001,52344,3.28,141.11,16.22,8.22
CMP00228,Campaign_228,Nike,Gaming,INF272,Influencer_244,Macro,TikTok,Millennials,2024-07-20,114071,72725,94875,4740,380,71,6656,1686,150847,230810,5191,7.14,53.01,25.33,29.06
CMP00229,Campaign_229,Mamaearth,Electronics,INF222,Influencer_236,Macro,YouTube,Adults,2025-05-24,824427,767890,1205625,69629,6261,1380,24091,5631,159340,429685,77270,10.06,169.67,23.37,2.06
CMP00230,Campaign_230,Boat,Gaming,INF165,Influencer_52,Macro,YouTube,Professionals,2024-12-18,485506,266294,532048,11268,1044,520,43868,2344,52755,97228,12832,4.82,84.3,5.34,4.11
CMP00231,Campaign_231,Zara,Gaming,INF114,Influencer_15,Mega,Instagram,Gen Z,2025-01-12,3538685,2680577,5148400,44074,1014,661,256104,47290,368240,1002678,45749,1.71,172.29,18.47,8.05
CMP00232,Campaign_232,Zara,Electronics,INF031,Influencer_254,Mega,YouTube,Millennials,2024-10-24,1734956,1687284,3112377,151587,17848,2142,3537,591,373075,680429,171577,10.17,82.38,16.71,2.17
CMP00233,Campaign_233,Nike,Food,INF229,Influencer_157,Mega,TikTok,Gen Z,2025-12-21,3550097,1280800,2055490,76738,1525,4652,42743,5610,15241,53108,82915,6.47,248.45,13.12,0.18
CMP00234,Campaign_234,Apple,Fitness,INF084,Influencer_38,Mega,Facebook,Millennials,2025-06-06,4929550,2556839,4168806,199081,22361,4015,370061,27688,475693,559708,225457,8.82,17.66,7.48,2.11
CMP00235,Campaign_235,Samsung,Fitness,INF291,Influencer_40,Mega,X,Adults,2024-10-31,3132567,1044847,1783091,42933,4551,815,73097,13750,331703,969530,48299,4.62,192.29,18.81,6.87
CMP00236,Campaign_236,Nike,Electronics,INF012,Influencer_227,Mega,TikTok,Gen Z,2025-01-02,3908057,1856895,2583084,120315,16385,5579,252789,65457,193997,413890,142279,7.66,113.35,25.89,1.36
CMP00237,Campaign_237,Apple,Gaming,INF045,Influencer_148,Mega,TikTok,Adults,2024-09-21,3123523,1929025,3478951,21414,1252,1101,11274,2751,386365,378196,23767,1.23,-2.11,24.4,16.26
CMP00238,Campaign_238,Mamaearth,Fashion,INF300,Influencer_229,Macro,TikTok,Millennials,2025-06-16,879516,345834,631928,35418,5518,686,34989,1531,60197,144292,41622,12.04,139.7,4.38,1.45
CMP00239,Campaign_239,Zara,Fitness,INF029,Influencer_43,Mega,Instagram,Adults,2024-03-30,3060975,1329505,1985588,37802,570,3013,93392,18063,308323,893344,41385,3.11,189.74,19.34,7.45
CMP00240,Campaign_240,Zara,Travel,INF017,Influencer_74,Mega,X,Adults,2025-03-29,2117497,1488775,2782884,138180,20303,13809,265515,5072,163644,562878,172292,11.57,243.96,1.91,0.95
CMP00241,Campaign_241,Boat,Gaming,INF202,Influencer_20,Mega,YouTube,Professionals,2024-06-23,1906547,1103625,1200011,44411,7451,4055,61171,10958,331601,626334,55917,5.07,88.88,17.91,5.93
CMP00242,Campaign_242,Sony,Fashion,INF029,Influencer_202,Mega,Instagram,Adults,2024-12-09,2821835,2217052,2220460,43697,7683,846,193287,33591,349960,729003,52226,2.36,108.31,17.38,6.7
CMP00243,Campaign_243,Apple,Fitness,INF268,Influencer_282,Macro,TikTok,Professionals,2025-07-04,919772,461784,470121,44406,4392,1319,9874,2514,430797,682193,50117,10.85,58.36,25.46,8.6
CMP00244,Campaign_244,Zara,Fashion,INF043,Influencer_172,Macro,Facebook,Gen Z,2025-11-14,209784,147783,148097,15704,2849,556,26887,1272,326048,629169,19109,12.93,92.97,4.73,17.06
